Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
KW17 2DU,Yes,59.037577,-2.901490,348363,1017077,HY483170,North Isles,,1995-12-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2DW,Yes,59.317586,-3.004449,342924,1048340,HY429483,North Isles,,2002-12-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011832,Isles - 06,,Isles - 06
KW17 2DX,Yes,59.032289,-2.909267,347909,1016494,HY479164,North Isles,,1980-01-01,,6,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2DY,Yes,59.041694,-2.902312,348322,1017536,HY483175,North Isles,,1980-01-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2DZ,Yes,59.045168,-2.856182,350974,1017888,HY509178,North Isles,,1980-01-01,,50,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2EA,Yes,59.033746,-2.857257,350896,1016617,HY508166,North Isles,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2EB,Yes,59.066697,-2.822837,352917,1020261,HY529202,North Isles,,1980-01-01,,45,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2ED,Yes,59.036541,-2.901968,348334,1016962,HY483169,North Isles,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2EE,Yes,59.007262,-3.115600,336019,1013887,HY360138,West Mainland,,2009-06-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EG,Yes,59.006968,-3.116374,335974,1013855,HY359138,West Mainland,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EH,Yes,59.003072,-3.105584,336587,1013411,HY365134,West Mainland,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EJ,Yes,59.001865,-3.106147,336552,1013277,HY365132,West Mainland,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EL,Yes,59.008093,-3.121172,335701,1013985,HY357139,West Mainland,,1980-01-01,,18,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EN,Yes,59.008771,-3.118564,335852,1014058,HY358140,West Mainland,,1980-01-01,,8,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EP,Yes,59.008786,-3.121003,335712,1014062,HY357140,West Mainland,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EQ,Yes,59.003929,-3.109468,336365,1013510,HY363135,West Mainland,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2ER,Yes,59.016124,-3.113683,336146,1014872,HY361148,West Mainland,,1980-01-01,,47,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2ES,Yes,59.013636,-3.109729,336368,1014591,HY363145,West Mainland,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2ET,Yes,59.028090,-3.071720,338577,1016165,HY385161,West Mainland,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2EU,Yes,59.032865,-3.100173,336952,1016723,HY369167,West Mainland,,1980-01-01,,39,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2EW,Yes,59.008497,-3.114934,336060,1014024,HY360140,West Mainland,,1980-01-01,,3,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2EX,Yes,59.050764,-3.070038,338714,1018688,HY387186,West Mainland,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2EY,Yes,59.060879,-3.048023,339995,1019794,HY399197,West Mainland,,1980-01-01,,27,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2EZ,Yes,59.065650,-3.020466,341583,1020301,HY415203,West Mainland,,1980-01-01,,60,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2GY,Yes,59.069987,-3.235422,329267,1020992,HY292209,West Mainland,,2012-02-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2GZ,Yes,59.070367,-3.235121,329285,1021034,HY292210,West Mainland,,2011-09-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2HA,Yes,59.082782,-3.044530,340233,1022230,HY402222,West Mainland,,1980-01-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2HB,Yes,59.087149,-3.040169,340491,1022712,HY404227,West Mainland,,1980-01-01,,6,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2HD,Yes,59.089875,-3.051517,339845,1023026,HY398230,West Mainland,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2HE,Yes,59.087461,-3.059000,339412,1022764,HY394227,West Mainland,,1980-01-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2HF,Yes,59.076414,-3.061224,339265,1021536,HY392215,West Mainland,,1980-01-01,,43,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2HG,Yes,59.067850,-3.060785,339275,1020582,HY392205,West Mainland,,1980-01-01,,29,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2HH,Yes,59.067263,-3.230964,329517,1020684,HY295206,West Mainland,,2005-05-01,,18,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW17 2HJ,Yes,59.002590,-3.107362,336484,1013359,HY364133,West Mainland,,1992-05-01,,11,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2HN,Yes,59.069757,-3.233198,329394,1020964,HY293209,West Mainland,,2002-07-01,,18,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2HP,Yes,59.092482,-3.258040,328017,1023521,HY280235,West Mainland,,1980-01-01,,26,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2HQ,Yes,59.030498,-3.088059,337643,1016448,HY376164,West Mainland,,1980-01-01,,20,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2HR,Yes,59.087267,-3.249350,328504,1022931,HY285229,West Mainland,,1980-01-01,,24,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2HS,Yes,59.074137,-3.243822,328794,1021463,HY287214,West Mainland,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2HT,Yes,59.068266,-3.233215,329390,1020798,HY293207,West Mainland,,1980-01-01,,18,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2HU,Yes,59.068897,-3.230892,329524,1020866,HY295208,West Mainland,,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2HW,Yes,59.070498,-3.228804,329647,1021042,HY296210,West Mainland,,1995-12-01,,20,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2HX,Yes,59.071761,-3.225378,329846,1021179,HY298211,West Mainland,,1980-01-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2HY,Yes,59.078751,-3.220288,330152,1021952,HY301219,West Mainland,,1980-01-01,,27,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2HZ,Yes,59.064725,-3.210390,330691,1020380,HY306203,West Mainland,,1980-01-01,,46,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2JA,Yes,59.062688,-3.223589,329930,1020167,HY299201,West Mainland,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2JB,Yes,59.071948,-3.208437,330818,1021182,HY308211,West Mainland,,1980-01-01,,52,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2JD,Yes,59.101986,-3.209643,330809,1024528,HY308245,West Mainland,,1980-01-01,,62,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2JE,Yes,59.062988,-3.239313,329029,1020217,HY290202,West Mainland,,1980-01-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW17 2JF,Yes,59.052454,-3.265206,327522,1019072,HY275190,West Mainland,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011807,"Stromness, Sandwick and Stenness - 04",,"Stromness, Sandwick and Stenness - 04"
KW17 2JG,Yes,59.072093,-3.286564,326339,1021282,HY263212,West Mainland,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2JH,Yes,59.082076,-3.285193,326439,1022392,HY264223,West Mainland,,1980-01-01,,24,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2JQ,Yes,59.069712,-3.260172,327847,1020988,HY278209,West Mainland,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2JR,Yes,59.032913,-3.177448,332517,1016804,HY325168,West Mainland,,1980-01-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2JS,Yes,59.021449,-3.189535,331801,1015540,HY318155,West Mainland,,1980-01-01,,40,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2JT,Yes,59.018191,-3.178468,332430,1015166,HY324151,West Mainland,,1980-01-01,,33,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011809,West Mainland - 02,,West Mainland - 02
KW17 2JU,Yes,59.018876,-3.157331,333645,1015221,HY336152,West Mainland,,1980-01-01,,41,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2JX,Yes,58.996533,-3.124381,335495,1012701,HY354127,West Mainland,,1980-01-01,,95,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2JY,Yes,58.999436,-3.150926,333975,1013050,HY339130,West Mainland,,1980-01-01,,45,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011809,West Mainland - 02,,West Mainland - 02
KW17 2JZ,Yes,59.006276,-3.142057,334498,1013803,HY344138,West Mainland,,1980-01-01,,35,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2LA,Yes,59.042780,-3.169776,332977,1017895,HY329178,West Mainland,,1980-01-01,,43,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LB,Yes,59.038939,-3.188136,331916,1017486,HY319174,West Mainland,,1980-01-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LD,Yes,59.040943,-3.194052,331580,1017715,HY315177,West Mainland,,1980-01-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LE,Yes,59.039017,-3.212762,330503,1017520,HY305175,West Mainland,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LF,Yes,59.054542,-3.221730,330020,1019258,HY300192,West Mainland,,1980-01-01,,9,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LG,Yes,59.058553,-3.218499,330213,1019701,HY302197,West Mainland,,1980-01-01,,13,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LH,Yes,59.003924,-3.120287,335744,1013520,HY357135,West Mainland,,1997-06-01,,42,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011808,West Mainland - 01,,West Mainland - 01
KW17 2LJ,No,59.026711,-3.182784,332199,1016119,HY321161,West Mainland,,1986-10-01,1998-12-01,37,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LL,Yes,59.130841,-3.314227,324882,1027854,HY248278,West Mainland,,2013-07-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LN,Yes,59.099984,-3.273451,327150,1024373,HY271243,West Mainland,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LP,Yes,59.117734,-3.244527,328844,1026318,HY288263,West Mainland,,2008-05-01,,37,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LQ,Yes,59.050163,-3.193317,331641,1018741,HY316187,West Mainland,,1980-01-01,,20,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2LR,Yes,59.120964,-3.270736,327350,1026706,HY273267,West Mainland,,1980-01-01,,51,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LS,Yes,59.126539,-3.287365,326410,1027345,HY264273,West Mainland,,1980-01-01,,31,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LT,Yes,59.133324,-3.286047,326500,1028099,HY265280,West Mainland,,1980-01-01,,52,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LU,Yes,59.136670,-3.299927,325713,1028487,HY257284,West Mainland,,1980-01-01,,22,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LW,Yes,59.109748,-3.254052,328282,1025439,HY282254,West Mainland,,1980-01-01,,21,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LX,Yes,59.128903,-3.315977,324778,1027640,HY247276,West Mainland,,1980-01-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LY,Yes,59.127165,-3.303994,325460,1027433,HY254274,West Mainland,,1980-01-01,,17,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2LZ,Yes,59.107706,-3.282695,326637,1025243,HY266252,West Mainland,,1980-01-01,,41,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2NA,Yes,59.101163,-3.301219,325562,1024535,HY255245,West Mainland,,1980-01-01,,23,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2NB,Yes,59.093038,-3.327529,324037,1023660,HY240236,West Mainland,,1980-01-01,,26,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2ND,Yes,59.109759,-3.324264,324261,1025518,HY242255,West Mainland,,1980-01-01,,50,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2NH,Yes,59.117796,-3.074590,338573,1026156,HY385261,West Mainland,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2NJ,Yes,59.133414,-3.154298,334040,1027971,HY340279,West Mainland,,1980-01-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2NL,Yes,59.127079,-3.183594,332351,1027295,HY323272,West Mainland,,1980-01-01,,57,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2NN,Yes,59.136079,-3.171402,333066,1028285,HY330282,West Mainland,,1980-01-01,,62,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2NP,Yes,59.139387,-3.236987,329320,1028721,HY293287,West Mainland,,1980-01-01,,48,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2NR,Yes,59.133925,-3.232421,329570,1028108,HY295281,West Mainland,,1980-01-01,,53,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2NS,Yes,59.139710,-3.252886,328411,1028774,HY284287,West Mainland,,1980-01-01,,51,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011811,West Mainland - 04,,West Mainland - 04
KW17 2NW,Yes,59.139844,-3.191893,331901,1028725,HY319287,West Mainland,,1980-01-01,,64,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2NY,Yes,59.047155,-3.082755,337978,1018298,HY379182,West Mainland,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2NZ,Yes,59.060424,-3.073974,338506,1019767,HY385197,West Mainland,,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2PA,Yes,59.054278,-3.106315,336639,1019113,HY366191,West Mainland,,1980-01-01,,65,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011810,West Mainland - 03,,West Mainland - 03
KW17 2PB,Yes,59.054256,-3.018943,341651,1019031,HY416190,West Mainland,,1980-01-01,,27,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PE,Yes,59.103706,-3.087653,337800,1024599,HY377245,West Mainland,,1980-01-01,,43,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PF,Yes,59.101306,-3.072520,338662,1024318,HY386243,West Mainland,,1980-01-01,,43,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PG,Yes,59.095146,-3.076814,338405,1023636,HY384236,West Mainland,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PH,Yes,59.110220,-3.099813,337115,1025336,HY371253,West Mainland,,1980-01-01,,32,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PJ,Yes,59.116889,-3.119205,336017,1026097,HY360260,West Mainland,,1980-01-01,,52,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PL,Yes,59.107931,-3.123837,335735,1025104,HY357251,West Mainland,,1980-01-01,,101,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PQ,Yes,59.095723,-3.072511,338653,1023696,HY386236,West Mainland,,1980-01-01,,25,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011812,West Mainland - 05,,West Mainland - 05
KW17 2PR,Yes,59.159546,-2.984622,343793,1030725,HY437307,North Isles,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2PS,Yes,59.179908,-3.070581,338914,1033068,HY389330,North Isles,,1980-01-01,,14,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2PT,Yes,59.131178,-3.047462,340150,1027621,HY401276,North Isles,,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2PU,Yes,59.131799,-2.987347,343591,1027638,HY435276,North Isles,,1980-01-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2PX,No,59.131415,-2.992945,343270,1027600,HY432276,North Isles,,1973-08-01,1992-07-01,23,Scotland,2024-05-24,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01011830,Isles - 04,,Isles - 04
KW17 2PY,Yes,59.131346,-2.987806,343564,1027588,HY435275,North Isles,,1980-01-01,,12,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2PZ,Yes,59.131093,-2.988043,343550,1027560,HY435275,North Isles,,1994-06-01,,10,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2QA,Yes,59.121020,-2.974513,344308,1026427,HY443264,North Isles,,1980-01-01,,16,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2QD,Yes,59.149407,-2.931807,346797,1029553,HY467295,North Isles,,1980-01-01,,35,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011830,Isles - 04,,Isles - 04
KW17 2QG,Yes,58.918803,-2.819432,352910,1003791,HY529037,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,15,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011814,East Mainland - 02,,East Mainland - 02
KW17 2QH,Yes,58.937524,-2.743171,357325,1005824,HY573058,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,29,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011814,East Mainland - 02,,East Mainland - 02
KW17 2QJ,Yes,58.938450,-2.728263,358184,1005918,HY581059,"East Mainland, South Ronaldsay and Burray",,2002-12-01,,43,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011814,East Mainland - 02,,East Mainland - 02
KW17 2QL,Yes,58.944033,-2.769200,355835,1006566,HY558065,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,36,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011814,East Mainland - 02,,East Mainland - 02
KW17 2QN,Yes,58.922772,-2.830746,352264,1004241,HY522042,"East Mainland, South Ronaldsay and Burray",,1994-02-01,,5,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011814,East Mainland - 02,,East Mainland - 02
KW17 2QP,Yes,58.948379,-2.880582,349432,1007129,HY494071,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,51,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW17 2QQ,Yes,58.926086,-2.766752,355953,1004566,HY559045,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,34,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011814,East Mainland - 02,,East Mainland - 02
KW17 2QR,Yes,58.961864,-2.868272,350160,1008621,HY501086,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,27,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW17 2QS,Yes,58.974457,-2.825154,352657,1009992,HY526099,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,18,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW17 2QT,Yes,58.946759,-2.854298,350942,1006929,HY509069,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,29,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW17 2QU,Yes,58.934262,-2.855279,350868,1005538,HY508055,"East Mainland, South Ronaldsay and Burray",,1980-01-01,,19,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW17 2QW,Yes,58.932933,-2.760323,356332,1005324,HY563053,"East Mainland, South Ronaldsay and Burray",,2009-05-01,,44,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011814,East Mainland - 02,,East Mainland - 02
KW17 2QX,Yes,58.950957,-2.903956,348091,1007434,HY480074,Kirkwall East,,1980-01-01,,39,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011815,East Mainland - 03,,East Mainland - 03
KW17 2QY,Yes,58.823100,-2.957779,344791,993241,ND447932,"East Mainland, South Ronaldsay and Burray",,2012-03-01,,24,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011828,Isles - 02,,Isles - 02
KW17 2QZ,Yes,58.896333,-2.918206,347188,1001363,HY471013,"East Mainland, South Ronaldsay and Burray",,2012-02-01,,7,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011813,East Mainland - 01,,East Mainland - 01
KW17 2RA,Yes,58.947057,-3.069170,338579,1007140,HY385071,Kirkwall West and Orphir,,1980-01-01,,35,Scotland,2024-05-24,Within the building of the matched address closest to the postcode mean,S01011809,West Mainland - 02,,West Mainland - 02
